Puzzle,Answer
MELT;LOIN;SUE;CUBAN;FERRY;JOSH;CLUB;ROB;YACHT;SUB;ROUND;FLANK;CHUCK;TUG;SHANK;JUNK,SHANK;FLANK;LOIN;ROUND
MELT;LOIN;SUE;CUBAN;FERRY;JOSH;CLUB;ROB;YACHT;SUB;ROUND;FLANK;CHUCK;TUG;SHANK;JUNK,CHUCK;ROB;SUE;JOSH
MELT;LOIN;SUE;CUBAN;FERRY;JOSH;CLUB;ROB;YACHT;SUB;ROUND;FLANK;CHUCK;TUG;SHANK;JUNK,CLUB;SUB;CUBAN;MELT
BULL;SOUL;BLUES;BOUQUET;SCENT;COUNTRY;FUNK;ROCK;BUCK;AROMA;PAPER;BOAR;SCISSORS;FRAGRANCE;JACK;SHOOT,BUCK;BULL;JACK;BOAR
BULL;SOUL;BLUES;BOUQUET;SCENT;COUNTRY;FUNK;ROCK;BUCK;AROMA;PAPER;BOAR;SCISSORS;FRAGRANCE;JACK;SHOOT,FUNK;COUNTRY;SOUL;BLUES
BULL;SOUL;BLUES;BOUQUET;SCENT;COUNTRY;FUNK;ROCK;BUCK;AROMA;PAPER;BOAR;SCISSORS;FRAGRANCE;JACK;SHOOT,BOUQUET;SCENT;FRAGRANCE;AROMA
BULL;SOUL;BLUES;BOUQUET;SCENT;COUNTRY;FUNK;ROCK;BUCK;AROMA;PAPER;BOAR;SCISSORS;FRAGRANCE;JACK;SHOOT,ROCK;SHOOT;SCISSORS;PAPER
PENNY;ZINC;AGAIN;HORSESHOE;SO;MOON;NECK;IRON;CLOVER;LEAD;RAINBOW;NICKEL;TIN;HALF;DIME;QUARTER,HORSESHOE;RAINBOW;CLOVER;MOON
PENNY;ZINC;AGAIN;HORSESHOE;SO;MOON;NECK;IRON;CLOVER;LEAD;RAINBOW;NICKEL;TIN;HALF;DIME;QUARTER,TIN;LEAD;IRON;ZINC
PENNY;ZINC;AGAIN;HORSESHOE;SO;MOON;NECK;IRON;CLOVER;LEAD;RAINBOW;NICKEL;TIN;HALF;DIME;QUARTER,NICKEL;QUARTER;PENNY;DIME
PENNY;ZINC;AGAIN;HORSESHOE;SO;MOON;NECK;IRON;CLOVER;LEAD;RAINBOW;NICKEL;TIN;HALF;DIME;QUARTER,HALF;NECK;SO;AGAIN
GUN;PAPER;MARS;KANGAROO;MOUNDS;WOMBAT;EYE;CRUNCH;CHUNKY;CHEDDAR;WALLABY;TRUTH;STACKS;DOUGH;KOALA;MOLE RAT,MARS;CHUNKY;CRUNCH;MOUNDS
GUN;PAPER;MARS;KANGAROO;MOUNDS;WOMBAT;EYE;CRUNCH;CHUNKY;CHEDDAR;WALLABY;TRUTH;STACKS;DOUGH;KOALA;MOLE RAT,WOMBAT;KANGAROO;KOALA;WALLABY
GUN;PAPER;MARS;KANGAROO;MOUNDS;WOMBAT;EYE;CRUNCH;CHUNKY;CHEDDAR;WALLABY;TRUTH;STACKS;DOUGH;KOALA;MOLE RAT,EYE;TRUTH;GUN;MOLE RAT
GUN;PAPER;MARS;KANGAROO;MOUNDS;WOMBAT;EYE;CRUNCH;CHUNKY;CHEDDAR;WALLABY;TRUTH;STACKS;DOUGH;KOALA;MOLE RAT,PAPER;CHEDDAR;DOUGH;STACKS
VEND;HAWK;SADDLE;DOLPHIN;CHAIN;CHIN;OTTER;CUB;MOVE;MALT;TONG;SPOKE;MANATEE;BRAKE;SEAL;PEDDLE,SPOKE;CHAIN;SADDLE;BRAKE
VEND;HAWK;SADDLE;DOLPHIN;CHAIN;CHIN;OTTER;CUB;MOVE;MALT;TONG;SPOKE;MANATEE;BRAKE;SEAL;PEDDLE,CUB;CHIN;MALT;TONG
VEND;HAWK;SADDLE;DOLPHIN;CHAIN;CHIN;OTTER;CUB;MOVE;MALT;TONG;SPOKE;MANATEE;BRAKE;SEAL;PEDDLE,SEAL;DOLPHIN;OTTER;MANATEE
VEND;HAWK;SADDLE;DOLPHIN;CHAIN;CHIN;OTTER;CUB;MOVE;MALT;TONG;SPOKE;MANATEE;BRAKE;SEAL;PEDDLE,MOVE;HAWK;PEDDLE;VEND
ASH;EVERYTHING;SESAME;CANYON;ELM;MOUNTAIN;FEAR;JUMP;ONION;OAK;PLAIN;POPLAR;PLATEAU;CEDAR;VALLEY;POPPY,ONION;PLAIN;POPPY;EVERYTHING
ASH;EVERYTHING;SESAME;CANYON;ELM;MOUNTAIN;FEAR;JUMP;ONION;OAK;PLAIN;POPLAR;PLATEAU;CEDAR;VALLEY;POPPY,MOUNTAIN;VALLEY;CANYON;PLATEAU
ASH;EVERYTHING;SESAME;CANYON;ELM;MOUNTAIN;FEAR;JUMP;ONION;OAK;PLAIN;POPLAR;PLATEAU;CEDAR;VALLEY;POPPY,ELM;JUMP;SESAME;FEAR
ASH;EVERYTHING;SESAME;CANYON;ELM;MOUNTAIN;FEAR;JUMP;ONION;OAK;PLAIN;POPLAR;PLATEAU;CEDAR;VALLEY;POPPY,OAK;POPLAR;ASH;CEDAR
EVIL;NEWTON;SUNDIAL;HOURGLASS;PEPPER;WATCH;HERTZ;MOLE;NO;CROP;SECOND;CLOCK;J;PIXIE;BOB;SHAG,PEPPER;EVIL;NO;J
EVIL;NEWTON;SUNDIAL;HOURGLASS;PEPPER;WATCH;HERTZ;MOLE;NO;CROP;SECOND;CLOCK;J;PIXIE;BOB;SHAG,BOB;CROP;PIXIE;SHAG
EVIL;NEWTON;SUNDIAL;HOURGLASS;PEPPER;WATCH;HERTZ;MOLE;NO;CROP;SECOND;CLOCK;J;PIXIE;BOB;SHAG,WATCH;CLOCK;SUNDIAL;HOURGLASS
EVIL;NEWTON;SUNDIAL;HOURGLASS;PEPPER;WATCH;HERTZ;MOLE;NO;CROP;SECOND;CLOCK;J;PIXIE;BOB;SHAG,MOLE;SECOND;NEWTON;HERTZ
HARBOR;MONK;TOP;OBOE;HARP;CAT EYE;CAP;CLARINET;FLUTE;WAYFARER;COVER;AVIATOR;LID;BASSOON;HOODED;WRAPAROUND,LID;TOP;COVER;CAP
HARBOR;MONK;TOP;OBOE;HARP;CAT EYE;CAP;CLARINET;FLUTE;WAYFARER;COVER;AVIATOR;LID;BASSOON;HOODED;WRAPAROUND,MONK;HARBOR;HARP;HOODED
HARBOR;MONK;TOP;OBOE;HARP;CAT EYE;CAP;CLARINET;FLUTE;WAYFARER;COVER;AVIATOR;LID;BASSOON;HOODED;WRAPAROUND,AVIATOR;CAT EYE;WAYFARER;WRAPAROUND
HARBOR;MONK;TOP;OBOE;HARP;CAT EYE;CAP;CLARINET;FLUTE;WAYFARER;COVER;AVIATOR;LID;BASSOON;HOODED;WRAPAROUND,FLUTE;CLARINET;BASSOON;OBOE
TONY;FIJI;JOE;JAPAN;SAM;JAVA;MALTA;POP;LUCKY;PALAU;DASANI;BREW;MUD;CUBA;VOSS;EVIAN,FIJI;VOSS;DASANI;EVIAN
TONY;FIJI;JOE;JAPAN;SAM;JAVA;MALTA;POP;LUCKY;PALAU;DASANI;BREW;MUD;CUBA;VOSS;EVIAN,POP;SAM;TONY;LUCKY
TONY;FIJI;JOE;JAPAN;SAM;JAVA;MALTA;POP;LUCKY;PALAU;DASANI;BREW;MUD;CUBA;VOSS;EVIAN,PALAU;JAPAN;CUBA;MALTA
TONY;FIJI;JOE;JAPAN;SAM;JAVA;MALTA;POP;LUCKY;PALAU;DASANI;BREW;MUD;CUBA;VOSS;EVIAN,MUD;JOE;BREW;JAVA
FINS;PERIOD;COLON;DASH;JUNGLE;COMMA;HOUSE;SPRINT;HYPHEN;RACE;TANK;SNORKEL;DOJA;BOLT;FAT;MASK,PERIOD;HYPHEN;COLON;COMMA
FINS;PERIOD;COLON;DASH;JUNGLE;COMMA;HOUSE;SPRINT;HYPHEN;RACE;TANK;SNORKEL;DOJA;BOLT;FAT;MASK,DASH;BOLT;RACE;SPRINT
FINS;PERIOD;COLON;DASH;JUNGLE;COMMA;HOUSE;SPRINT;HYPHEN;RACE;TANK;SNORKEL;DOJA;BOLT;FAT;MASK,MASK;SNORKEL;TANK;FINS
FINS;PERIOD;COLON;DASH;JUNGLE;COMMA;HOUSE;SPRINT;HYPHEN;RACE;TANK;SNORKEL;DOJA;BOLT;FAT;MASK,JUNGLE;HOUSE;FAT;DOJA
BOOBY;BEACH;PUFFIN;HARDY;SCHOOL BUS;SUNFLOWER;CANARY;FURIOUS;IRATE;BANANA;GULL;BEASTIE;LOST;PELICAN;LIVID;INCENSED,GULL;BOOBY;PELICAN;PUFFIN
BOOBY;BEACH;PUFFIN;HARDY;SCHOOL BUS;SUNFLOWER;CANARY;FURIOUS;IRATE;BANANA;GULL;BEASTIE;LOST;PELICAN;LIVID;INCENSED,IRATE;FURIOUS;LIVID;INCENSED
BOOBY;BEACH;PUFFIN;HARDY;SCHOOL BUS;SUNFLOWER;CANARY;FURIOUS;IRATE;BANANA;GULL;BEASTIE;LOST;PELICAN;LIVID;INCENSED,CANARY;SCHOOL BUS;BANANA;SUNFLOWER
BOOBY;BEACH;PUFFIN;HARDY;SCHOOL BUS;SUNFLOWER;CANARY;FURIOUS;IRATE;BANANA;GULL;BEASTIE;LOST;PELICAN;LIVID;INCENSED,LOST;BEACH;BEASTIE;HARDY
STALE;CUT;UNDO;COPY;PASTE;ROUT;GAS;SLATE;TRASH;SHELLAC;PLASMA;SOLID;LIQUID;CRUSH;LEAST;TESLA,SLATE;TESLA;STALE;LEAST
STALE;CUT;UNDO;COPY;PASTE;ROUT;GAS;SLATE;TRASH;SHELLAC;PLASMA;SOLID;LIQUID;CRUSH;LEAST;TESLA,TRASH;CRUSH;SHELLAC;ROUT
STALE;CUT;UNDO;COPY;PASTE;ROUT;GAS;SLATE;TRASH;SHELLAC;PLASMA;SOLID;LIQUID;CRUSH;LEAST;TESLA,PASTE;CUT;UNDO;COPY
STALE;CUT;UNDO;COPY;PASTE;ROUT;GAS;SLATE;TRASH;SHELLAC;PLASMA;SOLID;LIQUID;CRUSH;LEAST;TESLA,SOLID;PLASMA;GAS;LIQUID
SONIC;PLANE;SUN;BOAT;OUTBACK;MAGIC;KING;THUNDER;FLOYD;TRAIN;CHECKERS;SUBWAY;CAR;DAY;STRIPES;SABBATH,DAY;STRIPES;FLOYD;SABBATH
SONIC;PLANE;SUN;BOAT;OUTBACK;MAGIC;KING;THUNDER;FLOYD;TRAIN;CHECKERS;SUBWAY;CAR;DAY;STRIPES;SABBATH,SONIC;CHECKERS;SUBWAY;OUTBACK
SONIC;PLANE;SUN;BOAT;OUTBACK;MAGIC;KING;THUNDER;FLOYD;TRAIN;CHECKERS;SUBWAY;CAR;DAY;STRIPES;SABBATH,PLANE;BOAT;CAR;TRAIN
SONIC;PLANE;SUN;BOAT;OUTBACK;MAGIC;KING;THUNDER;FLOYD;TRAIN;CHECKERS;SUBWAY;CAR;DAY;STRIPES;SABBATH,SUN;THUNDER;KING;MAGIC
TORNADO;GLAMOUR;MUNICH;ELLE;ALLURE;W;SQUALL;BLIZZARD;HURRICANE;CHICAGO;PHILADELPHIA;COSMOPOLITAN;RIO;MANHATTAN;CYCLONE;SCREWDRIVER,HURRICANE;MANHATTAN;COSMOPOLITAN;SCREWDRIVER
TORNADO;GLAMOUR;MUNICH;ELLE;ALLURE;W;SQUALL;BLIZZARD;HURRICANE;CHICAGO;PHILADELPHIA;COSMOPOLITAN;RIO;MANHATTAN;CYCLONE;SCREWDRIVER,W;GLAMOUR;ALLURE;ELLE
TORNADO;GLAMOUR;MUNICH;ELLE;ALLURE;W;SQUALL;BLIZZARD;HURRICANE;CHICAGO;PHILADELPHIA;COSMOPOLITAN;RIO;MANHATTAN;CYCLONE;SCREWDRIVER,CHICAGO;PHILADELPHIA;RIO;MUNICH
TORNADO;GLAMOUR;MUNICH;ELLE;ALLURE;W;SQUALL;BLIZZARD;HURRICANE;CHICAGO;PHILADELPHIA;COSMOPOLITAN;RIO;MANHATTAN;CYCLONE;SCREWDRIVER,CYCLONE;TORNADO;SQUALL;BLIZZARD
CAN;FOREST;WARRIOR;CHAMELEON;GRASSLAND;GECKO;DESERT;CHA;TREE;TUNDRA;COBRA;NAE;GO;MONITOR;LOTUS;IGUANA,FOREST;DESERT;TUNDRA;GRASSLAND
CAN;FOREST;WARRIOR;CHAMELEON;GRASSLAND;GECKO;DESERT;CHA;TREE;TUNDRA;COBRA;NAE;GO;MONITOR;LOTUS;IGUANA,GO;CAN;CHA;NAE
CAN;FOREST;WARRIOR;CHAMELEON;GRASSLAND;GECKO;DESERT;CHA;TREE;TUNDRA;COBRA;NAE;GO;MONITOR;LOTUS;IGUANA,GECKO;MONITOR;IGUANA;CHAMELEON
CAN;FOREST;WARRIOR;CHAMELEON;GRASSLAND;GECKO;DESERT;CHA;TREE;TUNDRA;COBRA;NAE;GO;MONITOR;LOTUS;IGUANA,TREE;LOTUS;COBRA;WARRIOR
TEASE;TWEED;NEEDLE;SPECTER;SCAR;GHOST;RIB;LINEN;BEAST;PHANTOM;GENIE;STITCH;DENIM;POKE;CORDUROY;SPIRIT,SPECTER;SPIRIT;GHOST;PHANTOM
TEASE;TWEED;NEEDLE;SPECTER;SCAR;GHOST;RIB;LINEN;BEAST;PHANTOM;GENIE;STITCH;DENIM;POKE;CORDUROY;SPIRIT,SCAR;BEAST;STITCH;GENIE
TEASE;TWEED;NEEDLE;SPECTER;SCAR;GHOST;RIB;LINEN;BEAST;PHANTOM;GENIE;STITCH;DENIM;POKE;CORDUROY;SPIRIT,TWEED;LINEN;DENIM;CORDUROY
TEASE;TWEED;NEEDLE;SPECTER;SCAR;GHOST;RIB;LINEN;BEAST;PHANTOM;GENIE;STITCH;DENIM;POKE;CORDUROY;SPIRIT,RIB;NEEDLE;POKE;TEASE
QUIRKY;WACKY;DAFFY;DAISY;AUNT;KOOKY;DONALD;DEWEY;MOTHER;NEPHEW;CUCKOO;GRANDFATHER;ALARM;BIOLOGICAL;SCROOGE;COUSIN,DAISY;SCROOGE;DEWEY;DONALD
QUIRKY;WACKY;DAFFY;DAISY;AUNT;KOOKY;DONALD;DEWEY;MOTHER;NEPHEW;CUCKOO;GRANDFATHER;ALARM;BIOLOGICAL;SCROOGE;COUSIN,AUNT;NEPHEW;MOTHER;COUSIN
QUIRKY;WACKY;DAFFY;DAISY;AUNT;KOOKY;DONALD;DEWEY;MOTHER;NEPHEW;CUCKOO;GRANDFATHER;ALARM;BIOLOGICAL;SCROOGE;COUSIN,QUIRKY;KOOKY;DAFFY;WACKY
QUIRKY;WACKY;DAFFY;DAISY;AUNT;KOOKY;DONALD;DEWEY;MOTHER;NEPHEW;CUCKOO;GRANDFATHER;ALARM;BIOLOGICAL;SCROOGE;COUSIN,ALARM;GRANDFATHER;BIOLOGICAL;CUCKOO
FOOT;TEMPERA;KATSU;MILE;OIL;NICK;YARD;ACRYLIC;SAMOSA;DIM;FALAFEL;PEN;QUART;WATERCOLOR;INCH;SCHNITZEL,SAMOSA;KATSU;FALAFEL;SCHNITZEL
FOOT;TEMPERA;KATSU;MILE;OIL;NICK;YARD;ACRYLIC;SAMOSA;DIM;FALAFEL;PEN;QUART;WATERCOLOR;INCH;SCHNITZEL,DIM;QUART;PEN;NICK
FOOT;TEMPERA;KATSU;MILE;OIL;NICK;YARD;ACRYLIC;SAMOSA;DIM;FALAFEL;PEN;QUART;WATERCOLOR;INCH;SCHNITZEL,OIL;WATERCOLOR;ACRYLIC;TEMPERA
FOOT;TEMPERA;KATSU;MILE;OIL;NICK;YARD;ACRYLIC;SAMOSA;DIM;FALAFEL;PEN;QUART;WATERCOLOR;INCH;SCHNITZEL,FOOT;MILE;INCH;YARD
HINGE;SCOTT;LOST BOYS;GRINDER;DRIVER;SUB;BUMBLE;HOAGIE;NEAR DARK;TINDER;HERO;MATCH;BLADE;ANT;TWILIGHT;WEST,DRIVER;SCOTT;WEST;ANT
HINGE;SCOTT;LOST BOYS;GRINDER;DRIVER;SUB;BUMBLE;HOAGIE;NEAR DARK;TINDER;HERO;MATCH;BLADE;ANT;TWILIGHT;WEST,MATCH;HINGE;TINDER;BUMBLE
HINGE;SCOTT;LOST BOYS;GRINDER;DRIVER;SUB;BUMBLE;HOAGIE;NEAR DARK;TINDER;HERO;MATCH;BLADE;ANT;TWILIGHT;WEST,HERO;GRINDER;SUB;HOAGIE
HINGE;SCOTT;LOST BOYS;GRINDER;DRIVER;SUB;BUMBLE;HOAGIE;NEAR DARK;TINDER;HERO;MATCH;BLADE;ANT;TWILIGHT;WEST,BLADE;TWILIGHT;LOST BOYS;NEAR DARK
GRIPE;MONITOR;ORGAN;VOLE;HAMSTER;HARP;MOUSE;CARP;MOAN;HORN;TRIANGLE;RAT;KEYBOARD;SPEAKER;GERBIL;GROUSE,SPEAKER;MOUSE;MONITOR;KEYBOARD
GRIPE;MONITOR;ORGAN;VOLE;HAMSTER;HARP;MOUSE;CARP;MOAN;HORN;TRIANGLE;RAT;KEYBOARD;SPEAKER;GERBIL;GROUSE,HORN;TRIANGLE;HARP;ORGAN
GRIPE;MONITOR;ORGAN;VOLE;HAMSTER;HARP;MOUSE;CARP;MOAN;HORN;TRIANGLE;RAT;KEYBOARD;SPEAKER;GERBIL;GROUSE,RAT;VOLE;HAMSTER;GERBIL
GRIPE;MONITOR;ORGAN;VOLE;HAMSTER;HARP;MOUSE;CARP;MOAN;HORN;TRIANGLE;RAT;KEYBOARD;SPEAKER;GERBIL;GROUSE,CARP;GROUSE;MOAN;GRIPE
ORDER;FAMILY;GOV;DOMAIN;BAKED;LIT;CLASS;HERD;COLONY;SWARM;CHEM;BIO;HIGH;BLAZED;STATS;PRIDE,PRIDE;SWARM;COLONY;HERD
ORDER;FAMILY;GOV;DOMAIN;BAKED;LIT;CLASS;HERD;COLONY;SWARM;CHEM;BIO;HIGH;BLAZED;STATS;PRIDE,GOV;CHEM;BIO;STATS
ORDER;FAMILY;GOV;DOMAIN;BAKED;LIT;CLASS;HERD;COLONY;SWARM;CHEM;BIO;HIGH;BLAZED;STATS;PRIDE,HIGH;LIT;BAKED;BLAZED
ORDER;FAMILY;GOV;DOMAIN;BAKED;LIT;CLASS;HERD;COLONY;SWARM;CHEM;BIO;HIGH;BLAZED;STATS;PRIDE,CLASS;ORDER;FAMILY;DOMAIN
SILK;ABBEY;ROCKY;CALVIN;TEMPLE;RELIQUARY;GROVER;GARFIELD;CHESTER;SYLVESTER;SHRINE;ALTAR;HARRY;FELIX;HIGH;TOM,TOM;SYLVESTER;GARFIELD;FELIX
SILK;ABBEY;ROCKY;CALVIN;TEMPLE;RELIQUARY;GROVER;GARFIELD;CHESTER;SYLVESTER;SHRINE;ALTAR;HARRY;FELIX;HIGH;TOM,TEMPLE;ALTAR;RELIQUARY;SHRINE
SILK;ABBEY;ROCKY;CALVIN;TEMPLE;RELIQUARY;GROVER;GARFIELD;CHESTER;SYLVESTER;SHRINE;ALTAR;HARRY;FELIX;HIGH;TOM,HARRY;GROVER;CALVIN;CHESTER
SILK;ABBEY;ROCKY;CALVIN;TEMPLE;RELIQUARY;GROVER;GARFIELD;CHESTER;SYLVESTER;SHRINE;ALTAR;HARRY;FELIX;HIGH;TOM,ROCKY;HIGH;SILK;ABBEY
PUCK;BLOCKS;GIGGLE;FISH;SELFIE;VIOLA;TOP;EGGNOG;LEGGINGS;YO-YO;HOCKEY;DOLL;MEMORY;DUNCAN;JULIET;BAGGAGE,TOP;BLOCKS;DOLL;YO-YO
PUCK;BLOCKS;GIGGLE;FISH;SELFIE;VIOLA;TOP;EGGNOG;LEGGINGS;YO-YO;HOCKEY;DOLL;MEMORY;DUNCAN;JULIET;BAGGAGE,VIOLA;PUCK;DUNCAN;JULIET
PUCK;BLOCKS;GIGGLE;FISH;SELFIE;VIOLA;TOP;EGGNOG;LEGGINGS;YO-YO;HOCKEY;DOLL;MEMORY;DUNCAN;JULIET;BAGGAGE,GIGGLE;EGGNOG;LEGGINGS;BAGGAGE
PUCK;BLOCKS;GIGGLE;FISH;SELFIE;VIOLA;TOP;EGGNOG;LEGGINGS;YO-YO;HOCKEY;DOLL;MEMORY;DUNCAN;JULIET;BAGGAGE,MEMORY;SELFIE;HOCKEY;FISH
CHAINZ;FROGGER;PINCH;TAP;PONG;TANGO;PAC;ASTEROIDS;SPREAD;BREAKOUT;SAVAGE;SWIPE;CENT;HUSTLE;SWING;SALSA,BREAKOUT;ASTEROIDS;PONG;FROGGER
CHAINZ;FROGGER;PINCH;TAP;PONG;TANGO;PAC;ASTEROIDS;SPREAD;BREAKOUT;SAVAGE;SWIPE;CENT;HUSTLE;SWING;SALSA,SALSA;SWING;HUSTLE;TANGO
CHAINZ;FROGGER;PINCH;TAP;PONG;TANGO;PAC;ASTEROIDS;SPREAD;BREAKOUT;SAVAGE;SWIPE;CENT;HUSTLE;SWING;SALSA,SAVAGE;CENT;PAC;CHAINZ
CHAINZ;FROGGER;PINCH;TAP;PONG;TANGO;PAC;ASTEROIDS;SPREAD;BREAKOUT;SAVAGE;SWIPE;CENT;HUSTLE;SWING;SALSA,PINCH;SWIPE;TAP;SPREAD
PAISLEY;FIB;FICTION;HORROR;DOT;GOOBER;PLAID;HOUNDSTOOTH;ROMANCE;MUSICAL;TALE;WHOPPER;WESTERN;KISS;STRIPES;LIE,KISS;DOT;WHOPPER;GOOBER
PAISLEY;FIB;FICTION;HORROR;DOT;GOOBER;PLAID;HOUNDSTOOTH;ROMANCE;MUSICAL;TALE;WHOPPER;WESTERN;KISS;STRIPES;LIE,ROMANCE;HORROR;MUSICAL;WESTERN
PAISLEY;FIB;FICTION;HORROR;DOT;GOOBER;PLAID;HOUNDSTOOTH;ROMANCE;MUSICAL;TALE;WHOPPER;WESTERN;KISS;STRIPES;LIE,STRIPES;PAISLEY;PLAID;HOUNDSTOOTH
PAISLEY;FIB;FICTION;HORROR;DOT;GOOBER;PLAID;HOUNDSTOOTH;ROMANCE;MUSICAL;TALE;WHOPPER;WESTERN;KISS;STRIPES;LIE,FICTION;LIE;FIB;TALE
SHARK;STORM;SCORPION;EEL;TICK;BLACK WIDOW;MITE;CRIBS;CHAR;PERCH;CATFISH;STATE;FLASH;SPIDER;BLADE;JACKASS,TICK;SCORPION;MITE;SPIDER
SHARK;STORM;SCORPION;EEL;TICK;BLACK WIDOW;MITE;CRIBS;CHAR;PERCH;CATFISH;STATE;FLASH;SPIDER;BLADE;JACKASS,CHAR;EEL;PERCH;SHARK
SHARK;STORM;SCORPION;EEL;TICK;BLACK WIDOW;MITE;CRIBS;CHAR;PERCH;CATFISH;STATE;FLASH;SPIDER;BLADE;JACKASS,CATFISH;STATE;JACKASS;CRIBS
SHARK;STORM;SCORPION;EEL;TICK;BLACK WIDOW;MITE;CRIBS;CHAR;PERCH;CATFISH;STATE;FLASH;SPIDER;BLADE;JACKASS,BLADE;STORM;FLASH;BLACK WIDOW
COMET;MOON;MELLON;PAIR;LYME;GLOBE;SEVERAL;HANDFUL;SUN;PLUMB;PLANET;POST;JOURNAL;ASTEROID;FEW;SOME,MOON;COMET;PLANET;ASTEROID
COMET;MOON;MELLON;PAIR;LYME;GLOBE;SEVERAL;HANDFUL;SUN;PLUMB;PLANET;POST;JOURNAL;ASTEROID;FEW;SOME,LYME;PAIR;PLUMB;MELLON
COMET;MOON;MELLON;PAIR;LYME;GLOBE;SEVERAL;HANDFUL;SUN;PLUMB;PLANET;POST;JOURNAL;ASTEROID;FEW;SOME,GLOBE;POST;SUN;JOURNAL
COMET;MOON;MELLON;PAIR;LYME;GLOBE;SEVERAL;HANDFUL;SUN;PLUMB;PLANET;POST;JOURNAL;ASTEROID;FEW;SOME,SOME;FEW;HANDFUL;SEVERAL
BANGLE;ANKLET;FIELD;PLEASE;TICKLE;RINK;COURT;DIAMOND;PURGE;RING;PENDANT;CHARM;BROOCH;SAW;DELIGHT;SCREAM,SAW;SCREAM;RING;PURGE
BANGLE;ANKLET;FIELD;PLEASE;TICKLE;RINK;COURT;DIAMOND;PURGE;RING;PENDANT;CHARM;BROOCH;SAW;DELIGHT;SCREAM,PENDANT;BANGLE;ANKLET;BROOCH
BANGLE;ANKLET;FIELD;PLEASE;TICKLE;RINK;COURT;DIAMOND;PURGE;RING;PENDANT;CHARM;BROOCH;SAW;DELIGHT;SCREAM,CHARM;PLEASE;TICKLE;DELIGHT
BANGLE;ANKLET;FIELD;PLEASE;TICKLE;RINK;COURT;DIAMOND;PURGE;RING;PENDANT;CHARM;BROOCH;SAW;DELIGHT;SCREAM,DIAMOND;COURT;FIELD;RINK
GENIUS;FACULTY;EINSTEIN;FLAIR;BARBIE;CRIKEY;WEST;BUSH;HAWKING;SELLING;GIFT;FEYNMAN;MATCH;OPPENHEIMER;MATE;MOOT,BARBIE;BUSH;MATE;CRIKEY
GENIUS;FACULTY;EINSTEIN;FLAIR;BARBIE;CRIKEY;WEST;BUSH;HAWKING;SELLING;GIFT;FEYNMAN;MATCH;OPPENHEIMER;MATE;MOOT,GENIUS;FACULTY;GIFT;FLAIR
GENIUS;FACULTY;EINSTEIN;FLAIR;BARBIE;CRIKEY;WEST;BUSH;HAWKING;SELLING;GIFT;FEYNMAN;MATCH;OPPENHEIMER;MATE;MOOT,OPPENHEIMER;HAWKING;EINSTEIN;FEYNMAN
GENIUS;FACULTY;EINSTEIN;FLAIR;BARBIE;CRIKEY;WEST;BUSH;HAWKING;SELLING;GIFT;FEYNMAN;MATCH;OPPENHEIMER;MATE;MOOT,MATCH;WEST;SELLING;MOOT
PI;MA;XI;PA;NU;DO;CO;LA;HE;FA;ME;FE;TI;NI;MU;nan,NU;PI;XI;MU
PI;MA;XI;PA;NU;DO;CO;LA;HE;FA;ME;FE;TI;NI;MU;nan,LA;TI;FA;DO
PI;MA;XI;PA;NU;DO;CO;LA;HE;FA;ME;FE;TI;NI;MU;nan,nan;NI;HE;FE
PI;MA;XI;PA;NU;DO;CO;LA;HE;FA;ME;FE;TI;NI;MU;nan,MA;PA;CO;ME
PLANK;CRUNCH;SNAP;JACK;BUTTON;OBVIOUS;PLANET;BUCKLE;KANGAROO;NADA;LUNGE;CURL;SQUAT;PRESS;NOTHING;ZIP,BUTTON;SNAP;BUCKLE;ZIP
PLANK;CRUNCH;SNAP;JACK;BUTTON;OBVIOUS;PLANET;BUCKLE;KANGAROO;NADA;LUNGE;CURL;SQUAT;PRESS;NOTHING;ZIP,PRESS;PLANK;CURL;LUNGE
PLANK;CRUNCH;SNAP;JACK;BUTTON;OBVIOUS;PLANET;BUCKLE;KANGAROO;NADA;LUNGE;CURL;SQUAT;PRESS;NOTHING;ZIP,JACK;SQUAT;NOTHING;NADA
PLANK;CRUNCH;SNAP;JACK;BUTTON;OBVIOUS;PLANET;BUCKLE;KANGAROO;NADA;LUNGE;CURL;SQUAT;PRESS;NOTHING;ZIP,PLANET;OBVIOUS;CRUNCH;KANGAROO
OBSERVE;FLY;BONE;ROVER;SHIRT;CATCH;FIDO;SPOT;SEE;CHUM;LUCKY;REX;NOTICE;SINKER;BAIT;STORM,SPOT;LUCKY;FIDO;ROVER
OBSERVE;FLY;BONE;ROVER;SHIRT;CATCH;FIDO;SPOT;SEE;CHUM;LUCKY;REX;NOTICE;SINKER;BAIT;STORM,FLY;CHUM;BAIT;SINKER
OBSERVE;FLY;BONE;ROVER;SHIRT;CATCH;FIDO;SPOT;SEE;CHUM;LUCKY;REX;NOTICE;SINKER;BAIT;STORM,CATCH;SEE;NOTICE;OBSERVE
OBSERVE;FLY;BONE;ROVER;SHIRT;CATCH;FIDO;SPOT;SEE;CHUM;LUCKY;REX;NOTICE;SINKER;BAIT;STORM,BONE;SHIRT;STORM;REX
CIRCUS;WEDDING;EARTH;SOLID;TREE;VIGOR;SPIRIT;WATER;SATURN;GAS;PLASMA;LIQUID;FIRE;JUICE;STEAM;AIR,WATER;EARTH;FIRE;AIR
